,mukey,om,cec,ph
1293,403268,0.0,20.0,6.0
1294,399803,2.0,25.0,7.0
1295,399802,3.0,20.0,7.0
1296,403232,0.0,12.0,7.0
1297,396153,1.0,32.0,7.0
1298,3004698,0.0,21.0,8.0
1299,1150789,0.0,8.0,8.0
1300,3182568,0.0,18.0,8.0
1301,399776,0.0,17.0,7.0
1302,1150789,2.0,22.0,8.0
1303,399777,0.0,15.0,8.0
1304,403236,2.0,12.0,7.0
1305,399778,3.0,23.0,6.0
1306,1150801,1.0,19.0,8.0
1307,399805,1.0,21.0,6.0
1308,2668945,2.0,12.0,6.0
1309,399802,0.0,15.0,8.0
1310,403268,0.0,18.0,6.0
1311,403268,0.0,35.0,6.0
1312,399776,4.0,20.0,7.0
1313,403266,0.0,31.0,7.0
1314,1150813,2.0,17.0,8.0
1315,183070,1.0,28.0,6.0
1316,403232,0.0,12.0,7.0
1317,1596009,2.0,22.0,6.0
1318,403232,0.0,16.0,7.0
1319,399779,2.0,20.0,6.0
1320,244689,0.0,18.0,6.0
1321,399781,2.0,23.0,6.0
1322,399804,1.0,19.0,7.0
1323,3182556,4.0,25.0,7.0
1324,403268,0.0,18.0,6.0
1325,399777,2.0,17.0,8.0
1326,396161,1.0,24.0,6.0
1327,399802,0.0,17.0,8.0
1328,399802,2.0,17.0,8.0
1329,399778,3.0,20.0,7.0
1330,399778,0.0,21.0,8.0
1331,244688,0.0,18.0,6.0
1332,396153,6.0,25.0,8.0
1333,403266,0.0,18.0,6.0
1334,3182568,0.0,20.0,8.0
1335,403236,2.0,12.0,6.0
1336,396153,5.0,31.0,7.0
1337,399803,0.0,15.0,8.0
1338,399803,4.0,20.0,7.0
1339,399774,2.0,17.0,8.0
1340,3182568,0.0,18.0,8.0
1341,399776,0.0,15.0,8.0
1342,403266,4.0,19.0,6.0
1343,403268,1.0,20.0,6.0
1344,399803,1.0,21.0,7.0
1345,396132,0.0,16.0,8.0
1346,396133,0.0,15.0,8.0
1347,396133,0.0,20.0,8.0
1348,396132,6.0,29.0,7.0
1349,403236,0.0,12.0,8.0
1350,403236,2.0,12.0,7.0
1351,403266,2.0,12.0,7.0
1352,403234,0.0,16.0,8.0
1353,403236,2.0,18.0,6.0
1354,403266,0.0,12.0,6.0
1355,403268,0.0,20.0,6.0
1356,435526,0.0,2.0,7.0
1357,2669022,2.0,19.0,6.0
1358,403232,0.0,15.0,8.0
1359,399800,3.0,20.0,6.0
1360,403236,3.0,21.0,7.0
1361,396157,0.0,17.0,7.0
1362,399802,0.0,15.0,8.0
1363,3182557,4.0,25.0,7.0
1364,399778,0.0,15.0,8.0
1365,403234,6.0,26.0,7.0
1366,396133,0.0,22.0,7.0
1367,403236,0.0,12.0,8.0
1368,399802,2.0,17.0,8.0
1369,403212,0.0,2.0,6.0
1370,399778,0.0,15.0,8.0
1371,403268,1.0,20.0,6.0
1372,3182568,4.0,25.0,7.0
1373,399809,0.0,22.0,8.0
1374,1596039,0.0,15.0,7.0
1375,403268,0.0,35.0,7.0
1376,403268,4.0,20.0,6.0
1377,403266,0.0,35.0,6.0
1378,183070,2.0,26.0,6.0
1379,3182568,6.0,26.0,7.0
1380,403236,3.0,18.0,6.0
1381,1150789,0.0,18.0,8.0
1382,399779,0.0,17.0,7.0
1383,399803,0.0,17.0,8.0
1384,403266,0.0,20.0,6.0
1385,1596039,0.0,7.0,7.0
1386,403234,1.0,22.0,7.0
1387,399802,2.0,20.0,6.0
1388,1596039,6.0,30.0,7.0
1389,208703,2.0,25.0,7.0
1390,399777,2.0,20.0,6.0
1391,403236,0.0,12.0,8.0
1392,435686,4.0,20.0,7.0
1393,2668945,0.0,28.0,8.0
1394,399778,4.0,20.0,7.0
1395,396161,7.0,28.0,6.0
1396,2669024,2.0,21.0,7.0
1397,399803,3.0,20.0,7.0
1398,396161,0.0,17.0,8.0
1399,399802,2.0,20.0,7.0
1400,399802,4.0,20.0,7.0
1401,403266,0.0,35.0,7.0
1402,399802,2.0,23.0,6.0
1403,183025,3.0,20.0,6.0
1404,399774,3.0,20.0,6.0
1405,399774,3.0,23.0,6.0
1406,1595766,1.0,21.0,7.0
1407,1150801,0.0,15.0,8.0
1408,1595766,0.0,22.0,7.0
1409,399776,3.0,20.0,6.0
1410,399778,1.0,22.0,8.0
1411,399802,2.0,17.0,8.0
1412,399802,2.0,25.0,7.0
1413,244618,0.0,16.0,6.0
1414,396133,9.0,30.0,7.0
1415,403236,4.0,21.0,7.0
1416,396161,5.0,28.0,7.0
1417,435686,0.0,10.0,8.0
1418,396132,2.0,28.0,7.0
1419,435686,5.0,14.0,7.0
1420,403232,1.0,13.0,8.0
1421,399802,1.0,24.0,8.0
1422,403232,0.0,15.0,8.0
1423,399777,0.0,15.0,8.0
1424,399803,1.0,21.0,7.0
1425,244688,1.0,12.0,6.0
1426,399800,0.0,15.0,8.0
1427,403234,3.0,20.0,6.0
1428,2518531,3.0,33.0,7.0
1429,1150789,0.0,18.0,8.0
1430,2669024,2.0,15.0,8.0
1431,403240,2.0,13.0,6.0
1432,399778,0.0,21.0,8.0
1433,399776,0.0,15.0,8.0
1434,399777,2.0,17.0,8.0
1435,403266,4.0,21.0,7.0
1436,399776,1.0,19.0,7.0
1437,3182556,5.0,26.0,7.0
1438,403232,18.0,45.0,6.0
1439,396153,7.0,31.0,7.0
1440,403232,4.0,21.0,7.0
1441,396157,5.0,31.0,6.0
1442,399800,2.0,20.0,6.0
1443,396157,3.0,29.0,6.0
1444,3182556,6.0,26.0,7.0
1445,399802,0.0,15.0,8.0
1446,2669024,1.0,27.0,7.0
1447,399802,4.0,20.0,7.0
1448,396157,7.0,31.0,7.0
1449,1150810,1.0,19.0,8.0
1450,403266,0.0,12.0,7.0
1451,403232,0.0,15.0,8.0
1452,403236,0.0,22.0,6.0
1453,403236,1.0,12.0,7.0
1454,399778,0.0,17.0,7.0
1455,2668945,2.0,25.0,6.0
1456,399803,3.0,20.0,7.0
1457,435686,2.0,18.0,8.0
1458,399800,1.0,21.0,7.0
1459,403236,2.0,12.0,6.0
1460,3182568,4.0,25.0,7.0
1461,403234,4.0,25.0,7.0
1462,403236,3.0,18.0,6.0
1463,403268,0.0,18.0,6.0
1464,403266,2.0,25.0,6.0
1465,403266,2.0,25.0,6.0
1466,2669024,0.0,12.0,8.0
1467,399802,0.0,18.0,7.0
1468,403232,1.0,24.0,7.0
1469,399803,2.0,17.0,8.0
1470,403266,2.0,13.0,6.0
1471,396161,1.0,24.0,6.0
1472,399803,4.0,20.0,7.0
1473,3182557,6.0,30.0,7.0
1474,399774,0.0,17.0,7.0
1475,399781,1.0,24.0,8.0
1476,403236,1.0,18.0,6.0
1477,3182568,6.0,25.0,8.0
1478,1150810,0.0,12.0,8.0
1479,244689,1.0,12.0,6.0
1480,3182568,4.0,24.0,8.0
1481,399778,0.0,18.0,7.0
1482,403268,0.0,18.0,6.0
1483,403266,0.0,35.0,6.0
1484,403266,4.0,21.0,7.0
1485,1150801,3.0,19.0,8.0
1486,403232,0.0,16.0,7.0
1487,244814,0.0,22.0,6.0
1488,399802,1.0,21.0,7.0
1489,1596039,3.0,19.0,7.0
1490,403236,0.0,12.0,7.0
1491,3182557,4.0,25.0,7.0
1492,399778,3.0,20.0,6.0
1493,403232,18.0,46.0,6.0
1494,399779,1.0,19.0,7.0
1495,399800,0.0,15.0,8.0
1496,403232,2.0,25.0,7.0
1497,1596037,4.0,19.0,7.0
1498,403268,0.0,20.0,6.0
1499,396161,0.0,17.0,8.0
1500,244623,0.0,23.0,6.0
1501,399802,2.0,17.0,8.0
1502,399803,1.0,24.0,8.0
1503,399779,1.0,19.0,7.0
1504,403232,0.0,12.0,8.0
1505,399805,4.0,22.0,6.0
1506,403232,1.0,11.0,8.0
1507,396133,5.0,28.0,7.0
1508,1596000,0.0,12.0,6.0
1509,1150789,2.0,19.0,8.0
1510,403232,1.0,12.0,7.0
1511,396133,7.0,28.0,6.0
1512,399776,3.0,20.0,6.0
1513,403268,0.0,20.0,6.0
1514,403268,0.0,18.0,6.0
1515,2668945,1.0,28.0,7.0
1516,2669024,1.0,29.0,7.0
1517,399803,1.0,21.0,7.0
1518,403268,0.0,20.0,6.0
1519,1150789,2.0,19.0,8.0
1520,403268,2.0,25.0,6.0
1521,183024,4.0,20.0,6.0
1522,399802,2.0,20.0,6.0
1523,396161,2.0,23.0,7.0
1524,403266,0.0,18.0,7.0
1525,399800,0.0,17.0,7.0
1526,403266,2.0,13.0,6.0
1527,399778,3.0,20.0,6.0
1528,3182556,0.0,22.0,8.0
1529,403234,5.0,26.0,7.0
1530,435686,0.0,12.0,8.0
1531,396161,3.0,20.0,6.0
1532,403236,3.0,18.0,6.0
1533,244814,2.0,18.0,6.0
1534,399777,1.0,19.0,7.0
1535,399802,0.0,17.0,8.0
1536,1150810,1.0,29.0,7.0
1537,403236,3.0,22.0,6.0
1538,244814,1.0,26.0,6.0
1539,396161,1.0,24.0,6.0
1540,399778,2.0,17.0,8.0
1541,403236,1.0,12.0,7.0
1542,2669022,0.0,12.0,8.0
1543,3182556,0.0,20.0,8.0
1544,396157,0.0,17.0,7.0
1545,399802,1.0,23.0,8.0
1546,3182568,5.0,26.0,7.0
1547,399800,2.0,17.0,8.0
1548,403266,3.0,21.0,7.0
1549,396157,5.0,31.0,6.0
1550,403232,2.0,25.0,7.0
1551,403211,2.0,6.0,6.0
1552,396161,1.0,24.0,6.0
1553,396153,7.0,31.0,7.0
1554,2669022,0.0,12.0,8.0
1555,183070,1.0,29.0,6.0
1556,399802,1.0,23.0,8.0
1557,403232,18.0,46.0,6.0
1558,403266,0.0,18.0,6.0
1559,244618,0.0,12.0,7.0
1560,403268,0.0,18.0,6.0
1561,399778,1.0,19.0,7.0
1562,403232,1.0,12.0,7.0
1563,403232,4.0,21.0,7.0
1564,244623,0.0,15.0,8.0
1565,403211,0.0,6.0,6.0
1566,403268,4.0,20.0,6.0
1567,399776,0.0,18.0,7.0
1568,403232,1.0,24.0,7.0
1569,403268,0.0,30.0,7.0
1570,403236,2.0,21.0,6.0
1571,399800,4.0,20.0,7.0
1572,3182568,2.0,25.0,7.0
1573,399802,2.0,25.0,7.0
1574,403266,2.0,25.0,6.0
1575,1150813,0.0,18.0,8.0
1576,403268,0.0,18.0,7.0
1577,403211,1.0,6.0,6.0
1578,403268,2.0,25.0,6.0
1579,244814,0.0,28.0,6.0
1580,403232,0.0,16.0,7.0
1581,435686,4.0,24.0,8.0
1582,399776,1.0,19.0,7.0
1583,1595766,2.0,17.0,7.0
1584,399776,1.0,19.0,7.0
1585,399776,4.0,20.0,7.0
1586,403268,2.0,25.0,6.0
1587,403212,2.0,9.0,6.0
1588,399778,1.0,24.0,7.0
1589,1150801,0.0,6.0,8.0
1590,1150789,1.0,19.0,8.0
1591,399802,3.0,20.0,7.0
1592,1596037,6.0,28.0,7.0
1593,399779,1.0,19.0,7.0
1594,403217,0.0,12.0,7.0
1595,2668945,0.0,24.0,8.0
1596,3182557,0.0,18.0,8.0
1597,1595801,1.0,17.0,7.0
1598,403232,8.0,26.0,7.0
1599,208703,0.0,22.0,7.0
1600,399803,3.0,20.0,7.0
1601,399776,0.0,17.0,7.0
1602,399802,1.0,23.0,8.0
1603,399779,1.0,19.0,7.0
1604,403236,4.0,21.0,7.0
1605,403240,0.0,11.0,6.0
1606,399774,0.0,17.0,7.0
1607,403268,2.0,13.0,6.0
1608,399802,2.0,20.0,7.0
1609,244689,0.0,18.0,6.0
1610,396161,6.0,24.0,6.0
1611,403236,0.0,18.0,6.0
1612,403240,2.0,6.0,6.0
1613,396133,2.0,23.0,7.0
1614,403217,8.0,26.0,7.0
1615,399778,0.0,18.0,7.0
1616,2668945,1.0,30.0,8.0
1617,399802,2.0,23.0,6.0
1618,3182568,0.0,18.0,8.0
1619,399802,1.0,21.0,7.0
1620,399802,2.0,23.0,6.0
1621,2669024,0.0,23.0,8.0
1622,399803,2.0,20.0,7.0
1623,399776,4.0,20.0,7.0
1624,399776,0.0,17.0,7.0
1625,399800,2.0,20.0,6.0
1626,403268,0.0,35.0,7.0
1627,399809,2.0,28.0,6.0
1628,399778,0.0,17.0,7.0
1629,2669024,2.0,15.0,8.0
1630,399802,1.0,24.0,8.0
1631,403268,2.0,18.0,6.0
1632,3182557,4.0,24.0,8.0
1633,399802,0.0,18.0,7.0
1634,399779,0.0,15.0,8.0
1635,2669024,2.0,21.0,7.0
1636,403232,0.0,15.0,8.0
1637,403236,0.0,20.0,6.0
1638,403240,2.0,13.0,6.0
1639,403268,0.0,35.0,7.0
1640,1150789,1.0,19.0,8.0
1641,2668945,3.0,26.0,6.0
1642,1150789,2.0,18.0,8.0
1643,403268,0.0,18.0,7.0
1644,399778,2.0,20.0,6.0
1645,403268,2.0,25.0,6.0
1646,403217,3.0,21.0,7.0
1647,403236,3.0,22.0,6.0
1648,1150789,1.0,11.0,8.0
1649,1150801,2.0,17.0,8.0
1650,399781,2.0,20.0,6.0
1651,403268,2.0,25.0,6.0
1652,399776,2.0,20.0,7.0
1653,2669022,1.0,19.0,8.0
1654,403232,3.0,21.0,7.0
1655,396157,2.0,18.0,7.0
1656,399787,2.0,28.0,6.0
1657,3182568,0.0,22.0,8.0
1658,399803,0.0,15.0,8.0
1659,399802,2.0,25.0,7.0
1660,396157,7.0,31.0,7.0
1661,403236,0.0,22.0,6.0
1662,399803,0.0,18.0,7.0
1663,403268,1.0,18.0,6.0
1664,403217,0.0,16.0,7.0
1665,396161,7.0,28.0,6.0
1666,403268,0.0,30.0,7.0
1667,399800,0.0,17.0,8.0
1668,399779,2.0,17.0,8.0
1669,403236,2.0,21.0,6.0
1670,399779,0.0,17.0,7.0
1671,399787,1.0,28.0,7.0
1672,399800,1.0,19.0,7.0
1673,403266,0.0,17.0,7.0
1674,1150801,1.0,8.0,8.0
1675,244814,1.0,17.0,6.0
1676,403212,0.0,5.0,6.0
1677,399803,0.0,17.0,8.0
1678,1595801,1.0,24.0,7.0
1679,399809,1.0,22.0,8.0
1680,403268,2.0,25.0,6.0
1681,403266,0.0,18.0,7.0
1682,403236,0.0,18.0,6.0
1683,1150810,0.0,21.0,8.0
1684,396157,0.0,17.0,7.0
1685,399776,0.0,17.0,7.0
1686,403234,5.0,20.0,6.0
1687,403268,0.0,18.0,7.0
1688,396132,9.0,30.0,7.0
1689,403268,0.0,18.0,6.0
1690,3182568,2.0,25.0,7.0
1691,399800,0.0,17.0,8.0
1692,1150789,1.0,19.0,8.0
1693,183024,0.0,18.0,7.0
1694,399776,0.0,17.0,7.0
1695,399778,2.0,20.0,7.0
1696,2669024,2.0,15.0,8.0
1697,403240,1.0,6.0,6.0
1698,403232,1.0,13.0,7.0
1699,403266,4.0,20.0,6.0
1700,396157,2.0,34.0,7.0
1701,399802,3.0,20.0,7.0
1702,1150789,0.0,17.0,8.0
1703,403232,0.0,15.0,8.0
1704,183070,0.0,24.0,6.0
1705,396157,0.0,17.0,7.0
1706,403268,0.0,20.0,6.0
1707,1150789,2.0,19.0,8.0
1708,1596000,0.0,18.0,6.0
1709,403232,1.0,13.0,7.0
1710,399776,2.0,17.0,8.0
1711,435686,6.0,30.0,7.0
1712,403266,0.0,20.0,6.0
1713,209019,2.0,25.0,7.0
1714,403236,0.0,20.0,6.0
1715,403268,0.0,18.0,6.0
1716,1596035,0.0,20.0,8.0
1717,403217,4.0,21.0,7.0
1718,403236,3.0,18.0,6.0
1719,396133,2.0,28.0,7.0
1720,403232,1.0,13.0,7.0
1721,403266,0.0,17.0,7.0
1722,3182568,0.0,18.0,8.0
1723,403240,0.0,3.0,6.0
1724,403236,3.0,18.0,6.0
1725,1596039,0.0,12.0,7.0
1726,1595766,1.0,24.0,7.0
1727,399802,0.0,17.0,8.0
1728,244814,1.0,24.0,6.0
1729,3182557,6.0,25.0,8.0
1730,403236,0.0,2.0,6.0
1731,399779,0.0,17.0,7.0
1732,396161,5.0,28.0,7.0
1733,399776,2.0,20.0,6.0
1734,403232,1.0,24.0,7.0
1735,399802,2.0,20.0,7.0
1736,399803,4.0,20.0,7.0
1737,244689,0.0,18.0,6.0
1738,403236,0.0,20.0,6.0
1739,403232,2.0,12.0,7.0
1740,1596039,0.0,7.0,7.0
1741,1596035,6.0,26.0,6.0
1742,399778,2.0,20.0,7.0
1743,403268,0.0,35.0,7.0
1744,399803,2.0,20.0,6.0
1745,396132,0.0,16.0,8.0
1746,399800,0.0,18.0,7.0
1747,403268,0.0,18.0,6.0
1748,399776,1.0,19.0,7.0
1749,396153,9.0,36.0,7.0
1750,435526,0.0,8.0,8.0
1751,1150789,2.0,22.0,8.0
1752,396132,6.0,30.0,8.0
1753,399781,0.0,15.0,8.0
1754,3004698,6.0,27.0,7.0
1755,1150789,2.0,22.0,8.0
1756,396132,0.0,34.0,8.0
1757,399802,1.0,24.0,8.0
1758,396133,0.0,15.0,8.0
1759,1150813,3.0,18.0,8.0
1760,403211,0.0,2.0,6.0
1761,403232,8.0,26.0,7.0
1762,403232,18.0,45.0,6.0
1763,403266,1.0,12.0,7.0
1764,399805,6.0,26.0,6.0
1765,399802,1.0,24.0,8.0
1766,244623,2.0,16.0,6.0
1767,399802,0.0,15.0,8.0
1768,403266,0.0,20.0,6.0
1769,403268,0.0,18.0,6.0
1770,399779,2.0,20.0,6.0
1771,403268,0.0,12.0,6.0
1772,403236,2.0,18.0,6.0
1773,403268,4.0,20.0,6.0
1774,403236,1.0,18.0,6.0
1775,399781,1.0,23.0,8.0
1776,403232,8.0,26.0,7.0
1777,396133,9.0,28.0,7.0
1778,403236,2.0,18.0,6.0
1779,396157,5.0,31.0,7.0
1780,399777,1.0,19.0,7.0
1781,403268,2.0,13.0,6.0
1782,399805,1.0,24.0,7.0
1783,399778,1.0,22.0,8.0
1784,2669024,2.0,21.0,7.0
1785,399800,4.0,20.0,7.0
1786,1595766,1.0,17.0,7.0
1787,399802,0.0,15.0,8.0
1788,399777,0.0,15.0,8.0
1789,3182557,6.0,30.0,7.0
1790,3182568,0.0,20.0,8.0
1791,399787,1.0,28.0,7.0
1792,183070,4.0,20.0,6.0
1793,399778,1.0,19.0,7.0
1794,403268,2.0,18.0,6.0
1795,403268,2.0,13.0,6.0
1796,399800,3.0,20.0,6.0
1797,399776,3.0,20.0,6.0
1798,403211,0.0,8.0,6.0
1799,2669024,2.0,15.0,8.0
1800,244814,1.0,24.0,7.0
1801,403236,0.0,18.0,6.0
1802,403236,2.0,12.0,7.0
1803,403266,3.0,18.0,6.0
1804,399803,2.0,20.0,7.0
1805,399803,1.0,23.0,8.0
1806,399805,5.0,22.0,6.0
1807,399777,2.0,17.0,8.0
1808,1595766,0.0,18.0,7.0
1809,3004698,1.0,25.0,7.0
1810,396133,4.0,25.0,6.0
1811,396133,6.0,28.0,7.0
1812,2669024,0.0,23.0,8.0
1813,403236,4.0,21.0,7.0
1814,3182568,6.0,30.0,7.0
1815,399802,2.0,20.0,7.0
1816,396133,0.0,15.0,8.0
1817,396157,5.0,31.0,7.0
1818,403236,1.0,18.0,6.0
1819,403217,2.0,25.0,7.0
1820,399777,1.0,19.0,7.0
1821,1150813,2.0,21.0,7.0
1822,403236,3.0,18.0,6.0
1823,399804,2.0,17.0,8.0
1824,403236,0.0,18.0,6.0
1825,399779,2.0,17.0,8.0
1826,399802,1.0,23.0,8.0
1827,399776,3.0,20.0,7.0
1828,403266,0.0,18.0,6.0
1829,2668945,2.0,23.0,6.0
1830,396133,7.0,25.0,8.0
1831,403266,0.0,17.0,7.0
1832,403211,2.0,9.0,6.0
1833,399781,1.0,23.0,8.0
1834,403240,0.0,6.0,6.0
1835,399800,0.0,18.0,7.0
1836,403266,4.0,19.0,6.0
1837,399805,3.0,21.0,6.0
1838,403236,1.0,12.0,7.0
1839,3004698,5.0,28.0,8.0
1840,403232,8.0,26.0,7.0
1841,403266,0.0,12.0,6.0
1842,403232,8.0,26.0,7.0
1843,3182556,0.0,18.0,8.0
1844,403217,0.0,12.0,8.0
1845,399779,0.0,15.0,8.0
1846,403268,0.0,35.0,6.0
1847,3182557,0.0,20.0,8.0
1848,396157,2.0,34.0,7.0
1849,403268,2.0,25.0,6.0
1850,403266,3.0,18.0,6.0
1851,399776,0.0,18.0,7.0
1852,399802,1.0,24.0,8.0
1853,1150801,1.0,10.0,8.0
1854,399802,2.0,23.0,6.0
1855,244814,1.0,24.0,6.0
1856,2668945,2.0,33.0,6.0
1857,403240,2.0,12.0,6.0
1858,403236,2.0,21.0,6.0
1859,244618,2.0,18.0,6.0
1860,403268,2.0,18.0,6.0
1861,399800,2.0,20.0,7.0
1862,396157,3.0,29.0,6.0
1863,403268,0.0,20.0,6.0
1864,1150801,2.0,20.0,8.0
1865,403268,0.0,12.0,6.0
1866,399802,4.0,20.0,7.0
1867,396133,6.0,26.0,6.0
1868,399802,0.0,18.0,7.0
1869,399781,2.0,17.0,8.0
1870,3182557,0.0,22.0,8.0
1871,403232,0.0,16.0,7.0
1872,403268,0.0,18.0,6.0
1873,396133,1.0,24.0,7.0
1874,244814,0.0,20.0,8.0
1875,403266,2.0,25.0,6.0
1876,399779,2.0,17.0,8.0
1877,399802,3.0,20.0,7.0
1878,399776,1.0,19.0,7.0
1879,396157,2.0,18.0,7.0
1880,3004698,1.0,23.0,8.0
1881,403268,0.0,35.0,7.0
1882,403232,0.0,12.0,8.0
1883,396133,2.0,18.0,8.0
1884,3182557,4.0,25.0,7.0
1885,396133,2.0,25.0,7.0
1886,2669024,2.0,21.0,7.0
1887,399802,3.0,20.0,7.0
1888,396161,3.0,24.0,6.0
1889,399800,2.0,17.0,8.0
1890,399802,2.0,17.0,8.0
1891,244814,0.0,17.0,6.0
1892,1596000,1.0,19.0,6.0
1893,403236,0.0,20.0,6.0
1894,396133,6.0,29.0,7.0
1895,403268,1.0,20.0,6.0
1896,399805,3.0,26.0,6.0
1897,403268,0.0,18.0,6.0
1898,403236,0.0,18.0,6.0
1899,399802,2.0,20.0,6.0
1900,399805,2.0,19.0,7.0
1901,403232,1.0,13.0,8.0
1902,403232,18.0,46.0,6.0
1903,403268,0.0,20.0,6.0
1904,403236,2.0,12.0,6.0
1905,396157,2.0,30.0,7.0
1906,403232,0.0,16.0,7.0
1907,403268,0.0,35.0,6.0
1908,2669024,2.0,19.0,7.0
1909,403236,0.0,18.0,6.0
1910,399800,0.0,17.0,7.0
1911,403266,3.0,18.0,6.0
1912,403240,0.0,2.0,6.0
1913,403236,1.0,12.0,7.0
1914,403268,0.0,35.0,6.0
1915,244814,4.0,27.0,6.0
1916,399805,2.0,27.0,6.0
1917,399777,0.0,17.0,7.0
1918,403236,3.0,21.0,7.0
1919,3182557,6.0,26.0,7.0
